legacy_assertion_id,source_record_id,government_id,person_raw,office_raw,legacy_start,legacy_end_inclusive,legacy_appointment_date,prior_status,prior_party,prior_assignment,prior_evidence_date_raw,prior_evidence_note,contemporaneous_tenure_certified,officeholding_coverage,affiliation_temporal_coverage,composition_completeness,missing_possibilities,required_work
LEG-acfd621740b2,lula_2023_presente:2:52,lula_3,Gonçalves Dias,Gabinete de Segurança Institucional,2023-01-01,2023-04-19,2023-01-01,UNAFFILIATED,,,2022-12-29,Incoming-cabinet roster places this appointment among explicitly unaffiliated ministers.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-45dae6129acc,lula_2023_presente:2:53,lula_3,Ricardo Cappelli,Gabinete de Segurança Institucional,2023-04-19,2023-05-04,2023-04-19,PARTY,PSB,PSB,2023-04-19,Appointment-day reporting explicitly identifies Cappelli as PSB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0183d30a8b9f,lula_2023_presente:2:54,lula_3,Marcos Antonio Amaro dos Santos,Gabinete de Segurança Institucional,2023-05-04,2026-03-19,2023-05-04,UNRESOLVED,,,2023-05-03 | 2025-03-05,"Appointment reporting establishes retired general status but not party. Later retrospective cabinet-change summary labels him no party and is suggestive, but does not explicitly establish no affiliation on 4 May 2023.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0a3ec5a276d9,lula_2023_presente:2:56,lula_3,Márcio Macêdo,Secretaria-Geral da Presidência da República,2023-01-01,2025-10-29,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e65045e234b2,lula_2023_presente:2:57,lula_3,Guilherme Boulos,Secretaria-Geral da Presidência da República,2025-10-29,2026-03-19,2025-10-29,PARTY,PSOL,PSOL,2025-10-29,Official news agency appointment-day profile explicitly identifies Boulos as affiliated to PSOL.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e020f6e27e56,lula_2023_presente:2:58,lula_3,Paulo Pimenta,Secretaria de Comunicação Social,2023-01-01,2025-01-08,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-bca3c6c6edac,lula_2023_presente:2:59,lula_3,Laércio Portela,Secretaria de Comunicação Social,2024-05-15,2024-09-10,2024-05-15,UNRESOLVED,,,2024-05-15 | 2024-09-09,Appointment report does not explicitly identify party; September roster says no party without establishing May appointment status.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-25f8de4303a5,lula_2023_presente:2:6,lula_3,Sônia Faustino Mendes,Comunicações,2025-04-09,2025-04-24,2025-04-09,UNRESOLVED,,,2026-09-10 | 2025-04-11,Official civil-servant curriculum (retrieved 10 September 2026) and contemporary interim-appointment reporting do not explicitly identify party affiliation. No no-party inference from career status.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e1bdeed31aec,lula_2023_presente:2:60,lula_3,Sidônio Palmeira,Secretaria de Comunicação Social,2025-01-07,2026-03-19,2025-01-07,UNRESOLVED,,,2025-01-15 | 2014-10-14,"First-person declaration of no affiliation on 14 January 2025 inauguration and earlier 2014 interview; diagnostic retains original production start 7 January, so direct evidence for the retained date is missing. The actual 14 January appointment would be UNAFFILIATED, but date correction is deferred.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-260dc224b3b3,lula_2023_presente:2:61,lula_3,Paulo Pimenta,Secretaria Extraordinária da Presidência da República para Apoio à Reconstrução do Rio Grande do Sul,2024-05-15,2024-09-10,2024-05-15,PARTY,PT,PT,2024-05-16,PT contemporaneously records its minister Pimenta taking this new appointment; party continuity independently recorded in April 2024 CNN roster.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-36e8fd8df999,lula_2023_presente:2:62,lula_3,Alexandre Padilha,Secretaria de Relações Institucionais,2023-01-01,2025-03-10,2023-01-01,PARTY,PT,PT,2023-01-01,Inauguration-day roster explicitly identifies PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-21b9236f7995,lula_2023_presente:2:63,lula_3,Gleisi Hoffmann,Secretaria de Relações Institucionais,2025-03-10,2026-03-19,2025-03-10,PARTY,PT,PT,2025-03-10,Appointment-day report explicitly identifies both Padilha and Hoffmann as PT.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-01028140cce5,lula_2023_presente:2:7,lula_3,Frederico Siqueira,Comunicações,2025-04-24,2026-03-19,2025-04-24,UNAFFILIATED,,,2025-04-24,Appointment-day profile explicitly distinguishes nomination through the União quota from no party affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-ebab6522a877,lula_2023_presente:2:8,lula_3,Margareth Menezes,Cultura,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,,2022-12-23,Dated incoming-cabinet profile explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-49030b7594f1,lula_2023_presente:2:9,lula_3,José Múcio,Defesa,2023-01-01,2026-03-19,2023-01-01,UNAFFILIATED,,,2022-12-23,Veja explicitly distinguishes his former PTB affiliation before TCU service from no party at appointment; independent 29 December roster also lists no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-7d94ee1b94f6,michel_temer:0:1,temer,Fábio Medina Osório,Advocacia-Geral da União,2016-05-12,2016-09-09,2016-05-12,UNAFFILIATED,,,2016-05,Contemporaneous FPA May 2016 cabinet roster p11 explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-689fffcf6dc3,michel_temer:0:10,temer,Marcelo Calero,Cultura,2016-05-24,2016-11-18,2016-05-24,PARTY,PMDB,MDB,2016-11-29,Own dated statement establishes PMDB membership from September 2015; overrides contemporaneous DIAP no-party shorthand.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5229971714f3,michel_temer:0:11,temer,Roberto Freire,Cultura,2016-11-23,2017-05-22,2016-11-23,PARTY,PPS,PPS,2016-11-23,Chamber historical record identifies PPS mandate and ministerial appointment leave on November 23.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-7139e1851d7d,michel_temer:0:12,temer,João Batista de Andrade,Cultura,2017-05-22,2017-06-16,2017-05-22,PARTY,PPS,PPS,2017-06-16,Contemporaneous interview identifies PPS affiliation; academic reconstruction explicitly identifies PPS during the interim appointment using TSE-linked and biographical records.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5041fedb5f1c,michel_temer:0:13,temer,Sérgio Sá Leitão,Cultura,2017-07-25,2018-12-31,2017-07-25,UNAFFILIATED,,,2023,"Pedro De Cillo Rodrigues biographical research p81 explicitly states he never affiliated with a party, covering PT/MDB/PSDB government service; corroborates contemporaneous July 2018 UOL no-party roster.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-9d878ec47da4,michel_temer:0:14,temer,Luislinda Valois,Direitos Humanos,2017-02-03,2018-02-19,2017-02-03,PARTY,PSDB,PSDB,2017-02-03,Official party appointment-day announcement identifies its member.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-422e9936450e,michel_temer:0:15,temer,Gustavo Rocha,Direitos Humanos,2018-02-20,2018-12-31,2018-02-20,UNAFFILIATED,,,2025-09-17,"Direct statement at first party membership ceremony: never previously had party affiliation; his first membership is Republicanos in September 2025, after 2018 appointment.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-2f2c95a35e85,michel_temer:0:16,temer,Fabiano Silveira,"Fiscalização, Transparência e Controladoria-Geral da União",2016-05-12,2016-05-30,2016-05-12,UNAFFILIATED,,,2016-12,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-10ae0d5a66c3,michel_temer:0:17,temer,Carlos Higino Ribeiro de Alencar,"Fiscalização, Transparência e Controladoria-Geral da União",2016-05-30,2016-06-01,2016-05-30,UNAFFILIATED,,,2016-12,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-220a8c056a08,michel_temer:0:18,temer,Torquato Jardim,"Fiscalização, Transparência e Controladoria-Geral da União",2016-06-02,2017-05-31,2016-06-02,UNAFFILIATED,,,2016-05/2016-06,Contemporaneous DIAP cabinet directory explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-300fa8e71e1b,michel_temer:0:19,temer,Wagner de Campos Rosário,"Fiscalização, Transparência e Controladoria-Geral da União",2017-05-31,2018-12-31,2017-05-31,UNRESOLVED,,,2018-07-11,"Explicit no-party report in July2018, but no appointment-start evidence or retrospective continuity statement located for May2017.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f2b0ba61be8c,michel_temer:0:2,temer,Grace Mendonça,Advocacia-Geral da União,2016-09-09,2018-12-31,2016-09-09,PARTY,PSDB,PSDB,2016-09-21,Report reproduces electoral affiliation certificate from April 30 1997; planned subsequent departure does not affect appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-6de03bbf7354,michel_temer:0:20,temer,Mendonça Filho,Educação,2016-05-12,2018-04-06,2016-05-12,PARTY,DEM,DEM,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-583e1fef9251,michel_temer:0:21,temer,Rossieli Soares,Educação,2018-04-10,2018-12-31,2018-04-10,UNAFFILIATED,,,2018-04-10,Contemporaneous appointment roster explicitly says no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5f81e43d920a,michel_temer:0:22,temer,Raul Jungmann,Defesa,2016-05-12,2018-02-27,2016-05-12,PARTY,PPS,PPS,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-509151491adc,michel_temer:0:23,temer,Joaquim Silva e Luna,Defesa,2018-02-26,2018-12-31,2018-02-26,UNRESOLVED,,,2023-06-10 / 2018-07-11,Later Republicanos entry and July2018 no-party roster are insufficient alone to prove no-party at February2018 appointment. No first-ever-membership declaration located.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-839c037f9735,michel_temer:0:24,temer,Osmar Terra,Desenvolvimento Social e Agrário,2016-05-12,2018-04-06,2016-05-12,PARTY,PMDB,MDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8e386223a64d,michel_temer:0:25,temer,Alberto Beltrame,Desenvolvimento Social e Agrário,2018-04-06,2018-12-31,2018-04-06,PARTY,MDB,,2018-04-10,Contemporaneous appointment roster identifies MDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-43b835cc62f8,michel_temer:0:28,temer,Leonardo Picciani,Esporte,2016-05-12,2018-04-06,2016-05-12,PARTY,PMDB,MDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d2b6ba0c63b5,michel_temer:0:29,temer,Leandro Cruz Fróes da Silva,Esporte,2018-04-06,2018-12-31,2018-04-06,UNAFFILIATED,,,2019-05-23,Published correction reports ministerial press office statement that he was never affiliated to MDB; corroborated by IPEA 2021 NT53.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-80fb13f63f08,michel_temer:0:3,temer,Blairo Maggi,"Agricultura, Pecuária e Abastecimento",2016-05-12,2018-12-31,2016-05-12,PARTY,PP,PP,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-aa24caf1c8cd,michel_temer:0:30,temer,Henrique Meirelles,Fazenda e Previdência Social,2016-05-12,2018-04-06,2016-05-12,PARTY,PSD,MDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-fbbfb4d9d59f,michel_temer:0:31,temer,Eduardo Guardia,Fazenda e Previdência Social,2018-04-06,2018-12-31,2018-04-06,UNAFFILIATED,,,2018-04-10,Contemporaneous appointment roster explicitly says no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d4d6ed48816a,michel_temer:0:32,temer,Helder Barbalho,Integração Nacional,2016-05-12,2018-04-06,2016-05-12,PARTY,PMDB,MDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8553657ff23b,michel_temer:0:33,temer,Pádua Andrade,Integração Nacional,2018-04-10,2018-12-31,2018-04-10,UNRESOLVED,,,2018-04-10 / 2018-04-11,Contemporaneous rosters conflict: UOL says no party; newspaper clipping labels MDB. Individual Wikipedia biography asserts PMDB joining in2017 but statement has no clearly supporting citation; bounded follow-up did not substantiate it independently.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5cd7ab190ecc,michel_temer:0:34,temer,Alexandre de Moraes,Justiça,2016-05-12,2017-02-22,2016-05-12,PARTY,PSDB,PSDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8668ded98bde,michel_temer:0:35,temer,José Levi,Justiça,2017-02-07,2017-03-07,2017-02-07,UNRESOLVED,,,,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e8ffefa1056b,michel_temer:0:36,temer,Osmar Serraglio,Justiça,2017-03-07,2017-05-31,2017-03-07,PARTY,PMDB,MDB,2017-03-07,Appointment-day report identifies PMDB parliamentary affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-fc6bc5c9fcd6,michel_temer:0:37,temer,Torquato Jardim,Justiça,2017-05-31,2018-12-31,2017-05-31,UNAFFILIATED,,,2017-05-29,Contemporaneous new-appointment report explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-0e05a77ccc65,michel_temer:0:38,temer,Sarney Filho,Meio Ambiente,2016-05-12,2018-04-06,2016-05-12,PARTY,PV,PV,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-3ef836b8a40d,michel_temer:0:4,temer,Ilan Goldfajn,Banco Central,2016-06-09,2018-12-31,2016-06-09,UNAFFILIATED,,,2022-11-17,Bloomberg interview explicitly reports his statement that he had never belonged to any political party; establishes unaffiliated status backward to 2016 appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-2f8bf5705498,michel_temer:0:40,temer,Fernando Bezerra Coelho Filho,Minas e Energia,2016-05-12,2018-04-06,2016-05-12,PARTY,PSB,PSB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-c9ecc2f3d167,michel_temer:0:41,temer,Moreira Franco,Minas e Energia,2018-04-06,2018-12-31,2018-04-06,PARTY,MDB,MDB,2018-04-10,Contemporaneous appointment roster identifies MDB.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5584b8519f7d,michel_temer:0:42,temer,Romero Jucá,"Planejamento, Orçamento e Gestão",2016-05-12,2016-05-23,2016-05-12,PARTY,PMDB,MDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-e96dc186b8a7,michel_temer:0:43,temer,Dyogo Oliveira,"Planejamento, Orçamento e Gestão",2016-05-23,2018-04-07,2016-05-23,UNAFFILIATED,,MDB,2016-05/2016-06,Contemporaneous DIAP cabinet directory explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-d0da31186ebc,michel_temer:0:44,temer,Esteves Colnago,"Planejamento, Orçamento e Gestão",2018-04-10,2018-12-31,2018-04-10,UNRESOLVED,,,2018-04-10 / 2018-07-11,"April UOL roster says MDB, July UOL roster says no party; actual affiliation versus political nomination not resolved.",False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-576bc18c4ce8,michel_temer:0:45,temer,José Serra,Relações Exteriores,2016-05-12,2017-02-22,2016-05-12,PARTY,PSDB,PSDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-5932ad93e7d8,michel_temer:0:46,temer,Marcos Galvão,Relações Exteriores,2017-02-22,2017-03-07,2017-02-22,UNRESOLVED,,,,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,False,not_certified,unresolved_at_legacy_start,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-a7368f6c8a7a,michel_temer:0:47,temer,Aloysio Nunes,Relações Exteriores,2017-03-07,2018-12-31,2017-03-07,PARTY,PSDB,PSDB,2017-03-07,Appointment-day report identifies PSDB parliamentary affiliation.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-7f67dc077f97,michel_temer:0:48,temer,Ricardo Barros,Saúde,2016-05-12,2018-04-02,2016-05-12,PARTY,PP,PP,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-38ee851b91b5,michel_temer:0:49,temer,Gilberto Occhi,Saúde,2018-04-02,2018-12-31,2018-04-02,PARTY,PP,PP,2018-04-02 / 2018-04-28,Appointment-day report identifies PP; April28 A União explicitly confirms individual PP membership.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f764ca51f313,michel_temer:0:5,temer,Eliseu Padilha,Casa Civil,2016-05-12,2018-12-31,2016-05-12,PARTY,PMDB,MDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-79c599cac5ac,michel_temer:0:53,temer,Moreira Franco,Secretaria-Geral,2017-02-03,2018-04-06,2017-02-03,PARTY,PMDB,MDB,2017-02-03,Appointment-day report identifies PMDB leader.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-f0e3878b0b42,michel_temer:0:55,temer,Ronaldo Fonseca,Secretaria-Geral,2018-05-28,2018-12-31,2018-05-28,UNAFFILIATED,,PODE,2018-05-24,Official party notice ends affiliation four days before ministerial appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-8259181f231d,michel_temer:0:56,temer,Sérgio Etchegoyen,Gabinete de Segurança Institucional,2016-05-12,2018-12-31,2016-05-12,UNAFFILIATED,,,2016-05/2016-06,Contemporaneous DIAP cabinet directory explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-9fcbb2439062,michel_temer:0:57,temer,Ronaldo Nogueira,Trabalho,2016-05-12,2017-12-27,2016-05-12,PARTY,PTB,PTB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-03cf04d9b8ec,michel_temer:0:59,temer,Helton Yomura,Trabalho,2018-01-01,2018-07-05,2018-01-01,PARTY,PTB,,2018-02-20,Dated profile establishes PTB membership from December 2014; spans January 2018 appointment.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-24485aa54403,michel_temer:0:6,temer,Bruno Araújo,Cidades,2016-05-12,2017-11-13,2016-05-12,PARTY,PSDB,PSDB,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-2fc1de1192dc,michel_temer:0:60,temer,Caio Vieira de Mello,Trabalho,2018-07-10,2018-12-31,2018-07-10,UNAFFILIATED,,,2018-07-11,Next-day appointment reporting explicitly identifies no party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
LEG-149db8d513f8,michel_temer:0:61,temer,Maurício Quintella Lessa,"Transportes, Portos e Aviação Civil",2016-05-12,2018-04-02,2016-05-12,PARTY,PR,,2016-05-12,Reuters appointment-day roster identifies party.,False,not_certified,needs_in_tenure_review,not_determined_from_this_record,unspecified_until_evidence_review,Validate legal office/service interval; inspect cited status scope; search in-tenure changes and contradictions; merge person aliases across appointments.
